Year,Month,County,2012 Census Population,Population 18+ Estimate, Registry Enrollments,% Eligible Population Enrolled,OPO,Location,Chart Month
2015,8,Saratoga,219607,170591,75509,44.26,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",08 (Aug)
2015,8,Schenectady,154727,120192,43888,36.51,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",08 (Aug)
2015,8,Schoharie,32749,25439,8698,34.19,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",08 (Aug)
2015,8,Schuyler,18343,14249,5090,35.72,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",08 (Aug)
2015,8,Seneca,35251,27383,4929,18,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",08 (Aug)
2015,8,Steuben,98990,76895,27433,35.68,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",08 (Aug)
2015,8,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",08 (Aug)
2015,8,Suffolk,1493350,1160034,322668,27.82,New York Organ Donor Network,"(40.820237, -73.119032)",08 (Aug)
2015,8,Sullivan,77547,60239,15276,25.36,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",08 (Aug)
2015,8,Tioga,51125,39714,14118,35.55,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",08 (Aug)
2015,8,Tompkins,101564,78895,39360,49.89,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",08 (Aug)
2015,8,TOTAL NYS,19378102,15052907,3788459,25.17,,,08 (Aug)
2015,8,Ulster,182493,141761,44274,31.23,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",08 (Aug)
2015,8,Unknown,0,0,21178,0,,,08 (Aug)
2015,8,Warren,65707,51041,14043,27.51,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",08 (Aug)
2015,8,Washington,63216,49106,14674,29.88,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",08 (Aug)
2015,8,Wayne,93772,72842,21370,29.34,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",08 (Aug)
2015,8,Westchester,949113,737271,175803,23.85,New York Organ Donor Network,"(41.039278, -73.805386)",08 (Aug)
2015,8,Wyoming,42155,32746,11904,36.35,UNYTS,"(42.723641, -78.204473)",08 (Aug)
2015,8,Yates,25348,19690,6789,34.48,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",08 (Aug)
2015,7,Albany,304204,236306,71998,30.47,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",07 (Jul)
2015,7,Allegany,48946,38021,12870,33.85,UNYTS,"(42.226801, -78.020567)",07 (Jul)
2015,7,Bronx,1385108,1075952,146705,13.63,New York Organ Donor Network,"(40.85589, -73.868294)",07 (Jul)
2015,7,Broome,200600,155826,52953,33.98,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",07 (Jul)
2015,7,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",07 (Jul)
2015,7,Cayuga,80026,62164,19259,30.98,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",07 (Jul)
2015,7,Chautauqua,134905,104794,38852,37.07,UNYTS,"(42.246904, -79.315313)",07 (Jul)
2015,7,Chemung,88830,69003,26593,38.54,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",07 (Jul)
2015,7,Chenango,50477,39211,11452,29.21,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",07 (Jul)
2015,7,Clinton,82128,63797,21933,34.38,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",07 (Jul)
2015,7,Columbia,63096,49013,18786,38.33,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",07 (Jul)
2015,7,Cortland,49336,38324,13410,34.99,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",07 (Jul)
2015,7,Delaware,47980,37271,10596,28.43,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",07 (Jul)
2015,7,Dutchess,297488,231089,71122,30.78,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",07 (Jul)
2015,7,Erie,919040,713910,253143,35.46,UNYTS,"(42.888143, -78.795544)",07 (Jul)
2015,7,Essex,39370,30583,11436,37.39,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",07 (Jul)
2015,7,Franklin,51599,40082,13198,32.93,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",07 (Jul)
2015,7,Fulton,55531,43136,12403,28.75,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",07 (Jul)
2015,7,Genesee,60079,46669,17231,36.92,UNYTS,"(43.000121, -78.172679)",07 (Jul)
2015,7,Greene,49221,38235,13371,34.97,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",07 (Jul)
2015,7,Hamilton,4836,3757,1425,37.93,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",07 (Jul)
2015,7,Herkimer,64519,50118,16779,33.48,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",07 (Jul)
2015,7,Jefferson,116229,90287,35556,39.38,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",07 (Jul)
2015,7,Kings,2504700,1945651,310769,15.97,New York Organ Donor Network,"(40.65642, -73.950691)",07 (Jul)
2015,7,Lewis,27087,21041,8026,38.14,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",07 (Jul)
2015,7,Livingston,65393,50797,17467,34.39,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",07 (Jul)
2015,7,Madison,73442,57050,19389,33.99,Finger Lakes Donor Recovery Network,"(42.986917, -75.720031)",07 (Jul)
2015,7,Monroe,744344,578206,175662,30.38,Finger Lakes Donor Recovery Network,"(43.161748, -77.620143)",07 (Jul)
2015,7,Montgomery,50219,39010,10595,27.16,Center for Donation and Transplant in New York,"(42.933637, -74.341972)",07 (Jul)
2015,7,Nassau,1339532,1040548,228282,21.94,New York Organ Donor Network,"(40.715749, -73.601185)",07 (Jul)
2015,7,New York,1585873,1231906,409942,33.28,New York Organ Donor Network,"(40.726966, -74.005966)",07 (Jul)
2015,7,Niagara,216469,168153,67256,40,UNYTS,"(43.134634, -78.856419)",07 (Jul)
2015,7,Oneida,234878,182453,36837,20.19,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",07 (Jul)
2015,7,Onondaga,467026,362786,121762,33.56,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",07 (Jul)
2015,7,Ontario,107931,83841,34171,40.76,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",07 (Jul)
2015,7,Orange,372813,289601,74737,25.81,New York Organ Donor Network,"(41.422459, -74.241929)",07 (Jul)
2015,7,Orleans,42883,33312,3255,9.77,UNYTS,"(43.248394, -78.218438)",07 (Jul)
2015,7,Oswego,122109,94854,28740,30.3,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",07 (Jul)
2015,7,Otsego,62259,48363,16714,34.56,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",07 (Jul)
2015,7,Out of State,0,0,179,0,,,07 (Jul)
2015,7,Putnam,99710,77455,25575,33.02,New York Organ Donor Network,"(41.41131, -73.717443)",07 (Jul)
2015,7,Queens,2230722,1732825,221388,12.78,New York Organ Donor Network,"(40.749338, -73.789673)",07 (Jul)
2015,7,Rensselaer,159429,123844,39179,31.64,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",07 (Jul)
2015,7,Richmond,468730,364109,62239,17.09,New York Organ Donor Network,"(40.566763, -74.148102)",07 (Jul)
2015,7,Rockland,311687,242118,50172,20.72,New York Organ Donor Network,"(41.127287, -74.017033)",07 (Jul)
2015,7,Saratoga,219607,170591,75063,44,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",07 (Jul)
2015,7,Schenectady,154727,120192,43698,36.36,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",07 (Jul)
2015,7,Schoharie,32749,25439,8662,34.05,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",07 (Jul)
2015,7,Schuyler,18343,14249,5070,35.58,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",07 (Jul)
2015,7,Seneca,35251,27383,4905,17.91,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",07 (Jul)
2015,7,Steuben,98990,76895,27297,35.5,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",07 (Jul)
2015,7,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",07 (Jul)
2015,7,Suffolk,1493350,1160034,320988,27.67,New York Organ Donor Network,"(40.820237, -73.119032)",07 (Jul)
2015,7,Sullivan,77547,60239,15201,25.23,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",07 (Jul)
2015,7,Tioga,51125,39714,14052,35.38,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",07 (Jul)
2015,7,Tompkins,101564,78895,39162,49.64,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",07 (Jul)
2015,7,TOTAL NYS,19378102,15052907,3758989,24.97,,,07 (Jul)
2015,7,Ulster,182493,141761,44008,31.04,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",07 (Jul)
2015,7,Unknown,0,0,20875,0,,,07 (Jul)
2015,7,Warren,65707,51041,13985,27.4,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",07 (Jul)
2015,7,Washington,63216,49106,14587,29.71,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",07 (Jul)
2015,7,Wayne,93772,72842,21251,29.17,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",07 (Jul)
2015,7,Westchester,949113,737271,174711,23.7,New York Organ Donor Network,"(41.039278, -73.805386)",07 (Jul)
2015,7,Wyoming,42155,32746,11863,36.23,UNYTS,"(42.723641, -78.204473)",07 (Jul)
2015,7,Yates,25348,19690,6765,34.36,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",07 (Jul)
2015,6,Albany,304204,236306,71657,30.32,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",06 (Jun)
2015,6,Allegany,48946,38021,12828,33.74,UNYTS,"(42.226801, -78.020567)",06 (Jun)
2015,6,Bronx,1385108,1075952,141845,13.18,New York Organ Donor Network,"(40.85589, -73.868294)",06 (Jun)
2015,6,Broome,200600,155826,52714,33.83,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",06 (Jun)
2015,6,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",06 (Jun)
2015,6,Cayuga,80026,62164,19156,30.82,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",06 (Jun)
2015,6,Chautauqua,134905,104794,38761,36.99,UNYTS,"(42.246904, -79.315313)",06 (Jun)
2015,6,Chemung,88830,69003,26490,38.39,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",06 (Jun)
2015,6,Chenango,50477,39211,11400,29.07,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",06 (Jun)
2015,6,Clinton,82128,63797,21853,34.25,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",06 (Jun)
2015,6,Columbia,63096,49013,18711,38.18,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",06 (Jun)
2015,6,Cortland,49336,38324,13353,34.84,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",06 (Jun)
2015,6,Delaware,47980,37271,10557,28.32,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",06 (Jun)
2015,6,Dutchess,297488,231089,70774,30.63,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",06 (Jun)
2015,6,Erie,919040,713910,252052,35.31,UNYTS,"(42.888143, -78.795544)",06 (Jun)
2015,6,Essex,39370,30583,11400,37.28,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",06 (Jun)
2015,6,Franklin,51599,40082,13148,32.8,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",06 (Jun)
2015,6,Fulton,55531,43136,12364,28.66,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",06 (Jun)
2015,6,Genesee,60079,46669,17180,36.81,UNYTS,"(43.000121, -78.172679)",06 (Jun)
2015,6,Greene,49221,38235,13320,34.84,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",06 (Jun)
2015,6,Hamilton,4836,3757,1421,37.82,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",06 (Jun)
2015,6,Herkimer,64519,50118,16706,33.33,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",06 (Jun)
2015,6,Jefferson,116229,90287,35354,39.16,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",06 (Jun)
2015,6,Kings,2504700,1945651,297754,15.3,New York Organ Donor Network,"(40.65642, -73.950691)",06 (Jun)
2015,6,Lewis,27087,21041,7994,37.99,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",06 (Jun)
2015,6,Livingston,65393,50797,17398,34.25,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",06 (Jun)
2014,5,Unknown,0,0,17838,0,,,05 (May)
2015,6,Madison,73442,57050,19294,33.82,Finger Lakes Donor Recovery Network,"(42.986917, -75.720031)",06 (Jun)
2015,6,Monroe,744344,578206,175001,30.27,Finger Lakes Donor Recovery Network,"(43.161748, -77.620143)",06 (Jun)
2015,6,Montgomery,50219,39010,10544,27.03,Center for Donation and Transplant in New York,"(42.933637, -74.341972)",06 (Jun)
2015,6,Nassau,1339532,1040548,227197,21.83,New York Organ Donor Network,"(40.715749, -73.601185)",06 (Jun)
2015,6,New York,1585873,1231906,398961,32.39,New York Organ Donor Network,"(40.726966, -74.005966)",06 (Jun)
2015,6,Niagara,216469,168153,67014,39.85,UNYTS,"(43.134634, -78.856419)",06 (Jun)
2015,6,Oneida,234878,182453,36693,20.11,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",06 (Jun)
2015,6,Onondaga,467026,362786,121274,33.43,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",06 (Jun)
2015,6,Ontario,107931,83841,34007,40.56,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",06 (Jun)
2015,6,Orange,372813,289601,74393,25.69,New York Organ Donor Network,"(41.422459, -74.241929)",06 (Jun)
2015,6,Orleans,42883,33312,3234,9.71,UNYTS,"(43.248394, -78.218438)",06 (Jun)
2015,6,Oswego,122109,94854,28621,30.17,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",06 (Jun)
2015,6,Otsego,62259,48363,16646,34.42,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",06 (Jun)
2015,6,Out of State,0,0,178,0,,,06 (Jun)
2015,6,Putnam,99710,77455,25423,32.82,New York Organ Donor Network,"(41.41131, -73.717443)",06 (Jun)
2015,6,Queens,2230722,1732825,211896,12.23,New York Organ Donor Network,"(40.749338, -73.789673)",06 (Jun)
2015,6,Rensselaer,159429,123844,38980,31.48,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",06 (Jun)
2015,6,Richmond,468730,364109,61252,16.82,New York Organ Donor Network,"(40.566763, -74.148102)",06 (Jun)
2015,6,Rockland,311687,242118,49881,20.6,New York Organ Donor Network,"(41.127287, -74.017033)",06 (Jun)
2015,6,Saratoga,219607,170591,74712,43.8,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",06 (Jun)
2015,6,Schenectady,154727,120192,43549,36.23,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",06 (Jun)
2015,6,Schoharie,32749,25439,8637,33.95,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",06 (Jun)
2015,6,Schuyler,18343,14249,5044,35.4,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",06 (Jun)
2015,6,Seneca,35251,27383,4888,17.85,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",06 (Jun)
2015,6,Steuben,98990,76895,27152,35.31,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",06 (Jun)
2015,6,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",06 (Jun)
2015,6,Suffolk,1493350,1160034,319713,27.56,New York Organ Donor Network,"(40.820237, -73.119032)",06 (Jun)
2015,6,Sullivan,77547,60239,15133,25.12,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",06 (Jun)
2015,6,Tioga,51125,39714,14001,35.25,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",06 (Jun)
2015,6,Tompkins,101564,78895,39034,49.48,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",06 (Jun)
2015,6,TOTAL NYS,19378102,15052907,3708677,24.64,,,06 (Jun)
2015,6,Ulster,182493,141761,43846,30.93,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",06 (Jun)
2015,6,Unknown,0,0,20557,0,,,06 (Jun)
2015,6,Warren,65707,51041,13943,27.32,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",06 (Jun)
2015,6,Washington,63216,49106,14550,29.63,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",06 (Jun)
2015,6,Wayne,93772,72842,21178,29.07,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",06 (Jun)
2015,6,Westchester,949113,737271,174042,23.61,New York Organ Donor Network,"(41.039278, -73.805386)",06 (Jun)
2015,6,Wyoming,42155,32746,11838,36.15,UNYTS,"(42.723641, -78.204473)",06 (Jun)
2015,6,Yates,25348,19690,6742,34.24,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",06 (Jun)
2015,5,Albany,304204,236306,71396,30.21,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",05 (May)
2015,5,Allegany,48946,38021,12779,33.61,UNYTS,"(42.226801, -78.020567)",05 (May)
2015,5,Bronx,1385108,1075952,140959,13.1,New York Organ Donor Network,"(40.85589, -73.868294)",05 (May)
2015,5,Broome,200600,155826,52527,33.71,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",05 (May)
2015,5,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",05 (May)
2015,5,Cayuga,80026,62164,19068,30.67,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",05 (May)
2015,5,Chautauqua,134905,104794,38676,36.91,UNYTS,"(42.246904, -79.315313)",05 (May)
2015,5,Chemung,88830,69003,26373,38.22,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",05 (May)
2015,5,Chenango,50477,39211,11336,28.91,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",05 (May)
2015,5,Clinton,82128,63797,21772,34.13,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",05 (May)
2015,5,Columbia,63096,49013,18638,38.03,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",05 (May)
2015,5,Cortland,49336,38324,13294,34.69,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",05 (May)
2015,5,Delaware,47980,37271,10514,28.21,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",05 (May)
2015,5,Dutchess,297488,231089,70458,30.49,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",05 (May)
2015,5,Erie,919040,713910,250877,35.14,UNYTS,"(42.888143, -78.795544)",05 (May)
2015,5,Essex,39370,30583,11357,37.14,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",05 (May)
2015,5,Franklin,51599,40082,13096,32.67,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",05 (May)
2015,5,Fulton,55531,43136,12318,28.56,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",05 (May)
2015,5,Genesee,60079,46669,17116,36.68,UNYTS,"(43.000121, -78.172679)",05 (May)
2015,5,Greene,49221,38235,13262,34.69,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",05 (May)
2015,5,Hamilton,4836,3757,1419,37.77,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",05 (May)
2015,5,Herkimer,64519,50118,16648,33.22,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",05 (May)
2015,5,Jefferson,116229,90287,35175,38.96,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",05 (May)
2015,5,Kings,2504700,1945651,295696,15.2,New York Organ Donor Network,"(40.65642, -73.950691)",05 (May)
2015,5,Lewis,27087,21041,7956,37.81,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",05 (May)
2015,5,Livingston,65393,50797,17328,34.11,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",05 (May)
