pop_2012,chart_month,county,eligible_population_enrolled,location,month,opo,population_18_estimate,registry_enrollments,year,dummy_day,date
49221,08 (Aug),Greene,35.15,"(42.298326, -73.973376)",8,Center for Donation and Transplant in New York,38235,13441,2015,01,2015-08-01
4836,08 (Aug),Hamilton,38.12,"(43.618468, -74.395268)",8,Center for Donation and Transplant in New York,3757,1432,2015,01,2015-08-01
64519,08 (Aug),Herkimer,33.63,"(43.070026, -74.994246)",8,Center for Donation and Transplant in New York,50118,16857,2015,01,2015-08-01
116229,08 (Aug),Jefferson,39.65,"(44.019295, -75.898971)",8,Finger Lakes Donor Recovery Network,90287,35799,2015,01,2015-08-01
2504700,08 (Aug),Kings,16.21,"(40.65642, -73.950691)",8,New York Organ Donor Network,1945651,315342,2015,01,2015-08-01
27087,08 (Aug),Lewis,38.38,"(43.785537, -75.446296)",8,Finger Lakes Donor Recovery Network,21041,8076,2015,01,2015-08-01
65393,08 (Aug),Livingston,34.59,"(42.763754, -77.765392)",8,Finger Lakes Donor Recovery Network,50797,17570,2015,01,2015-08-01
73442,08 (Aug),Madison,34.27,"(42.986917, -75.720031)",8,Finger Lakes Donor Recovery Network,57050,19551,2015,01,2015-08-01
744344,08 (Aug),Monroe,30.55,"(43.161748, -77.620143)",8,Finger Lakes Donor Recovery Network,578206,176628,2015,01,2015-08-01
50219,08 (Aug),Montgomery,27.29,"(42.933637, -74.341972)",8,Center for Donation and Transplant in New York,39010,10644,2015,01,2015-08-01
1339532,08 (Aug),Nassau,22.06,"(40.715749, -73.601185)",8,New York Organ Donor Network,1040548,229563,2015,01,2015-08-01
1585873,08 (Aug),New York,33.66,"(40.726966, -74.005966)",8,New York Organ Donor Network,1231906,414673,2015,01,2015-08-01
216469,08 (Aug),Niagara,40.17,"(43.134634, -78.856419)",8,UNYTS,168153,67555,2015,01,2015-08-01
234878,08 (Aug),Oneida,20.3,"(43.149482, -75.361773)",8,Center for Donation and Transplant in New York,182453,37037,2015,01,2015-08-01
467026,08 (Aug),Onondaga,33.76,"(43.065629, -76.168033)",8,Finger Lakes Donor Recovery Network,362786,122477,2015,01,2015-08-01
107931,08 (Aug),Ontario,40.98,"(42.894571, -77.252045)",8,Finger Lakes Donor Recovery Network,83841,34354,2015,01,2015-08-01
372813,08 (Aug),Orange,25.98,"(41.422459, -74.241929)",8,New York Organ Donor Network,289601,75227,2015,01,2015-08-01
42883,08 (Aug),Orleans,9.87,"(43.248394, -78.218438)",8,UNYTS,33312,3289,2015,01,2015-08-01
122109,08 (Aug),Oswego,30.44,"(43.39123, -76.31133)",8,Finger Lakes Donor Recovery Network,94854,28873,2015,01,2015-08-01
62259,08 (Aug),Otsego,34.72,"(42.564852, -75.060334)",8,Center for Donation and Transplant in New York,48363,16792,2015,01,2015-08-01
99710,08 (Aug),Putnam,33.23,"(41.41131, -73.717443)",8,New York Organ Donor Network,77455,25741,2015,01,2015-08-01
2230722,08 (Aug),Queens,12.96,"(40.749338, -73.789673)",8,New York Organ Donor Network,1732825,224652,2015,01,2015-08-01
159429,08 (Aug),Rensselaer,31.82,"(42.70098, -73.628669)",8,Center for Donation and Transplant in New York,123844,39401,2015,01,2015-08-01
468730,08 (Aug),Richmond,17.25,"(40.566763, -74.148102)",8,New York Organ Donor Network,364109,62814,2015,01,2015-08-01
311687,08 (Aug),Rockland,20.89,"(41.127287, -74.017033)",8,New York Organ Donor Network,242118,50572,2015,01,2015-08-01
219607,08 (Aug),Saratoga,44.26,"(43.00894, -73.786779)",8,Center for Donation and Transplant in New York,170591,75509,2015,01,2015-08-01
154727,08 (Aug),Schenectady,36.51,"(42.809233, -73.946838)",8,Center for Donation and Transplant in New York,120192,43888,2015,01,2015-08-01
32749,08 (Aug),Schoharie,34.19,"(42.643426, -74.434606)",8,Center for Donation and Transplant in New York,25439,8698,2015,01,2015-08-01
18343,08 (Aug),Schuyler,35.72,"(42.38593, -76.872032)",8,Finger Lakes Donor Recovery Network,14249,5090,2015,01,2015-08-01
35251,08 (Aug),Seneca,18,"(42.833627, -76.82753)",8,Finger Lakes Donor Recovery Network,27383,4929,2015,01,2015-08-01
98990,08 (Aug),Steuben,35.68,"(42.270053, -77.324618)",8,Finger Lakes Donor Recovery Network,76895,27433,2015,01,2015-08-01
111944,08 (Aug),St Lawrence,24.33,"(44.689468, -75.242045)",8,Center for Donation and Transplant in New York,86958,21161,2015,01,2015-08-01
1493350,08 (Aug),Suffolk,27.82,"(40.820237, -73.119032)",8,New York Organ Donor Network,1160034,322668,2015,01,2015-08-01
77547,08 (Aug),Sullivan,25.36,"(41.705166, -74.711705)",8,Center for Donation and Transplant in New York,60239,15276,2015,01,2015-08-01
51125,08 (Aug),Tioga,35.55,"(42.120252, -76.29595)",8,Center for Donation and Transplant in New York,39714,14118,2015,01,2015-08-01
101564,08 (Aug),Tompkins,49.89,"(42.461024, -76.478784)",8,Finger Lakes Donor Recovery Network,78895,39360,2015,01,2015-08-01
19378102,08 (Aug),TOTAL NYS,25.17,NA,8,NA,15052907,3788459,2015,01,2015-08-01
182493,08 (Aug),Ulster,31.23,"(41.848374, -74.099412)",8,Center for Donation and Transplant in New York,141761,44274,2015,01,2015-08-01
65707,08 (Aug),Warren,27.51,"(43.403024, -73.716044)",8,Center for Donation and Transplant in New York,51041,14043,2015,01,2015-08-01
63216,08 (Aug),Washington,29.88,"(43.289513, -73.454761)",8,Center for Donation and Transplant in New York,49106,14674,2015,01,2015-08-01
93772,08 (Aug),Wayne,29.34,"(43.144336, -77.117995)",8,Finger Lakes Donor Recovery Network,72842,21370,2015,01,2015-08-01
949113,08 (Aug),Westchester,23.85,"(41.039278, -73.805386)",8,New York Organ Donor Network,737271,175803,2015,01,2015-08-01
42155,08 (Aug),Wyoming,36.35,"(42.723641, -78.204473)",8,UNYTS,32746,11904,2015,01,2015-08-01
25348,08 (Aug),Yates,34.48,"(42.634338, -77.078311)",8,Finger Lakes Donor Recovery Network,19690,6789,2015,01,2015-08-01
304204,07 (Jul),Albany,30.47,"(42.678066, -73.814233)",7,Center for Donation and Transplant in New York,236306,71998,2015,01,2015-07-01
48946,07 (Jul),Allegany,33.85,"(42.226801, -78.020567)",7,UNYTS,38021,12870,2015,01,2015-07-01
1385108,07 (Jul),Bronx,13.63,"(40.85589, -73.868294)",7,New York Organ Donor Network,1075952,146705,2015,01,2015-07-01
200600,07 (Jul),Broome,33.98,"(42.122015, -75.933191)",7,Center for Donation and Transplant in New York,155826,52953,2015,01,2015-07-01
80317,07 (Jul),Cattauragus,35.71,"(42.224267, -78.606673)",7,UNYTS,62390,22278,2015,01,2015-07-01
80026,07 (Jul),Cayuga,30.98,"(42.940095, -76.560755)",7,Finger Lakes Donor Recovery Network,62164,19259,2015,01,2015-07-01
134905,07 (Jul),Chautauqua,37.07,"(42.246904, -79.315313)",7,UNYTS,104794,38852,2015,01,2015-07-01
88830,07 (Jul),Chemung,38.54,"(42.116644, -76.812331)",7,Finger Lakes Donor Recovery Network,69003,26593,2015,01,2015-07-01
50477,07 (Jul),Chenango,29.21,"(42.481798, -75.570013)",7,Finger Lakes Donor Recovery Network,39211,11452,2015,01,2015-07-01
82128,07 (Jul),Clinton,34.38,"(44.731944, -73.548883)",7,Center for Donation and Transplant in New York,63797,21933,2015,01,2015-07-01
63096,07 (Jul),Columbia,38.33,"(42.276913, -73.682168)",7,Center for Donation and Transplant in New York,49013,18786,2015,01,2015-07-01
49336,07 (Jul),Cortland,34.99,"(42.597101, -76.143291)",7,Finger Lakes Donor Recovery Network,38324,13410,2015,01,2015-07-01
47980,07 (Jul),Delaware,28.43,"(42.242972, -74.997944)",7,Center for Donation and Transplant in New York,37271,10596,2015,01,2015-07-01
297488,07 (Jul),Dutchess,30.78,"(41.686216, -73.840468)",7,Center for Donation and Transplant in New York,231089,71122,2015,01,2015-07-01
919040,07 (Jul),Erie,35.46,"(42.888143, -78.795544)",7,UNYTS,713910,253143,2015,01,2015-07-01
39370,07 (Jul),Essex,37.39,"(44.166026, -73.685145)",7,Center for Donation and Transplant in New York,30583,11436,2015,01,2015-07-01
51599,07 (Jul),Franklin,32.93,"(44.705699, -74.340621)",7,Center for Donation and Transplant in New York,40082,13198,2015,01,2015-07-01
55531,07 (Jul),Fulton,28.75,"(43.06014, -74.331296)",7,Center for Donation and Transplant in New York,43136,12403,2015,01,2015-07-01
60079,07 (Jul),Genesee,36.92,"(43.000121, -78.172679)",7,UNYTS,46669,17231,2015,01,2015-07-01
49221,07 (Jul),Greene,34.97,"(42.298326, -73.973376)",7,Center for Donation and Transplant in New York,38235,13371,2015,01,2015-07-01
4836,07 (Jul),Hamilton,37.93,"(43.618468, -74.395268)",7,Center for Donation and Transplant in New York,3757,1425,2015,01,2015-07-01
64519,07 (Jul),Herkimer,33.48,"(43.070026, -74.994246)",7,Center for Donation and Transplant in New York,50118,16779,2015,01,2015-07-01
116229,07 (Jul),Jefferson,39.38,"(44.019295, -75.898971)",7,Finger Lakes Donor Recovery Network,90287,35556,2015,01,2015-07-01
2504700,07 (Jul),Kings,15.97,"(40.65642, -73.950691)",7,New York Organ Donor Network,1945651,310769,2015,01,2015-07-01
27087,07 (Jul),Lewis,38.14,"(43.785537, -75.446296)",7,Finger Lakes Donor Recovery Network,21041,8026,2015,01,2015-07-01
65393,07 (Jul),Livingston,34.39,"(42.763754, -77.765392)",7,Finger Lakes Donor Recovery Network,50797,17467,2015,01,2015-07-01
73442,07 (Jul),Madison,33.99,"(42.986917, -75.720031)",7,Finger Lakes Donor Recovery Network,57050,19389,2015,01,2015-07-01
744344,07 (Jul),Monroe,30.38,"(43.161748, -77.620143)",7,Finger Lakes Donor Recovery Network,578206,175662,2015,01,2015-07-01
50219,07 (Jul),Montgomery,27.16,"(42.933637, -74.341972)",7,Center for Donation and Transplant in New York,39010,10595,2015,01,2015-07-01
1339532,07 (Jul),Nassau,21.94,"(40.715749, -73.601185)",7,New York Organ Donor Network,1040548,228282,2015,01,2015-07-01
1585873,07 (Jul),New York,33.28,"(40.726966, -74.005966)",7,New York Organ Donor Network,1231906,409942,2015,01,2015-07-01
216469,07 (Jul),Niagara,40,"(43.134634, -78.856419)",7,UNYTS,168153,67256,2015,01,2015-07-01
234878,07 (Jul),Oneida,20.19,"(43.149482, -75.361773)",7,Center for Donation and Transplant in New York,182453,36837,2015,01,2015-07-01
467026,07 (Jul),Onondaga,33.56,"(43.065629, -76.168033)",7,Finger Lakes Donor Recovery Network,362786,121762,2015,01,2015-07-01
107931,07 (Jul),Ontario,40.76,"(42.894571, -77.252045)",7,Finger Lakes Donor Recovery Network,83841,34171,2015,01,2015-07-01
372813,07 (Jul),Orange,25.81,"(41.422459, -74.241929)",7,New York Organ Donor Network,289601,74737,2015,01,2015-07-01
42883,07 (Jul),Orleans,9.77,"(43.248394, -78.218438)",7,UNYTS,33312,3255,2015,01,2015-07-01
122109,07 (Jul),Oswego,30.3,"(43.39123, -76.31133)",7,Finger Lakes Donor Recovery Network,94854,28740,2015,01,2015-07-01
62259,07 (Jul),Otsego,34.56,"(42.564852, -75.060334)",7,Center for Donation and Transplant in New York,48363,16714,2015,01,2015-07-01
99710,07 (Jul),Putnam,33.02,"(41.41131, -73.717443)",7,New York Organ Donor Network,77455,25575,2015,01,2015-07-01
2230722,07 (Jul),Queens,12.78,"(40.749338, -73.789673)",7,New York Organ Donor Network,1732825,221388,2015,01,2015-07-01
159429,07 (Jul),Rensselaer,31.64,"(42.70098, -73.628669)",7,Center for Donation and Transplant in New York,123844,39179,2015,01,2015-07-01
468730,07 (Jul),Richmond,17.09,"(40.566763, -74.148102)",7,New York Organ Donor Network,364109,62239,2015,01,2015-07-01
311687,07 (Jul),Rockland,20.72,"(41.127287, -74.017033)",7,New York Organ Donor Network,242118,50172,2015,01,2015-07-01
219607,07 (Jul),Saratoga,44,"(43.00894, -73.786779)",7,Center for Donation and Transplant in New York,170591,75063,2015,01,2015-07-01
154727,07 (Jul),Schenectady,36.36,"(42.809233, -73.946838)",7,Center for Donation and Transplant in New York,120192,43698,2015,01,2015-07-01
32749,07 (Jul),Schoharie,34.05,"(42.643426, -74.434606)",7,Center for Donation and Transplant in New York,25439,8662,2015,01,2015-07-01
18343,07 (Jul),Schuyler,35.58,"(42.38593, -76.872032)",7,Finger Lakes Donor Recovery Network,14249,5070,2015,01,2015-07-01
35251,07 (Jul),Seneca,17.91,"(42.833627, -76.82753)",7,Finger Lakes Donor Recovery Network,27383,4905,2015,01,2015-07-01
98990,07 (Jul),Steuben,35.5,"(42.270053, -77.324618)",7,Finger Lakes Donor Recovery Network,76895,27297,2015,01,2015-07-01
111944,07 (Jul),St Lawrence,24.33,"(44.689468, -75.242045)",7,Center for Donation and Transplant in New York,86958,21161,2015,01,2015-07-01
1493350,07 (Jul),Suffolk,27.67,"(40.820237, -73.119032)",7,New York Organ Donor Network,1160034,320988,2015,01,2015-07-01
77547,07 (Jul),Sullivan,25.23,"(41.705166, -74.711705)",7,Center for Donation and Transplant in New York,60239,15201,2015,01,2015-07-01
51125,07 (Jul),Tioga,35.38,"(42.120252, -76.29595)",7,Center for Donation and Transplant in New York,39714,14052,2015,01,2015-07-01
101564,07 (Jul),Tompkins,49.64,"(42.461024, -76.478784)",7,Finger Lakes Donor Recovery Network,78895,39162,2015,01,2015-07-01
19378102,07 (Jul),TOTAL NYS,24.97,NA,7,NA,15052907,3758989,2015,01,2015-07-01
182493,07 (Jul),Ulster,31.04,"(41.848374, -74.099412)",7,Center for Donation and Transplant in New York,141761,44008,2015,01,2015-07-01
65707,07 (Jul),Warren,27.4,"(43.403024, -73.716044)",7,Center for Donation and Transplant in New York,51041,13985,2015,01,2015-07-01
63216,07 (Jul),Washington,29.71,"(43.289513, -73.454761)",7,Center for Donation and Transplant in New York,49106,14587,2015,01,2015-07-01
93772,07 (Jul),Wayne,29.17,"(43.144336, -77.117995)",7,Finger Lakes Donor Recovery Network,72842,21251,2015,01,2015-07-01
949113,07 (Jul),Westchester,23.7,"(41.039278, -73.805386)",7,New York Organ Donor Network,737271,174711,2015,01,2015-07-01
42155,07 (Jul),Wyoming,36.23,"(42.723641, -78.204473)",7,UNYTS,32746,11863,2015,01,2015-07-01
25348,07 (Jul),Yates,34.36,"(42.634338, -77.078311)",7,Finger Lakes Donor Recovery Network,19690,6765,2015,01,2015-07-01
304204,06 (Jun),Albany,30.32,"(42.678066, -73.814233)",6,Center for Donation and Transplant in New York,236306,71657,2015,01,2015-06-01
48946,06 (Jun),Allegany,33.74,"(42.226801, -78.020567)",6,UNYTS,38021,12828,2015,01,2015-06-01
1385108,06 (Jun),Bronx,13.18,"(40.85589, -73.868294)",6,New York Organ Donor Network,1075952,141845,2015,01,2015-06-01
200600,06 (Jun),Broome,33.83,"(42.122015, -75.933191)",6,Center for Donation and Transplant in New York,155826,52714,2015,01,2015-06-01
80317,06 (Jun),Cattauragus,35.71,"(42.224267, -78.606673)",6,UNYTS,62390,22278,2015,01,2015-06-01
80026,06 (Jun),Cayuga,30.82,"(42.940095, -76.560755)",6,Finger Lakes Donor Recovery Network,62164,19156,2015,01,2015-06-01
134905,06 (Jun),Chautauqua,36.99,"(42.246904, -79.315313)",6,UNYTS,104794,38761,2015,01,2015-06-01
88830,06 (Jun),Chemung,38.39,"(42.116644, -76.812331)",6,Finger Lakes Donor Recovery Network,69003,26490,2015,01,2015-06-01
50477,06 (Jun),Chenango,29.07,"(42.481798, -75.570013)",6,Finger Lakes Donor Recovery Network,39211,11400,2015,01,2015-06-01
82128,06 (Jun),Clinton,34.25,"(44.731944, -73.548883)",6,Center for Donation and Transplant in New York,63797,21853,2015,01,2015-06-01
63096,06 (Jun),Columbia,38.18,"(42.276913, -73.682168)",6,Center for Donation and Transplant in New York,49013,18711,2015,01,2015-06-01
49336,06 (Jun),Cortland,34.84,"(42.597101, -76.143291)",6,Finger Lakes Donor Recovery Network,38324,13353,2015,01,2015-06-01
47980,06 (Jun),Delaware,28.32,"(42.242972, -74.997944)",6,Center for Donation and Transplant in New York,37271,10557,2015,01,2015-06-01
297488,06 (Jun),Dutchess,30.63,"(41.686216, -73.840468)",6,Center for Donation and Transplant in New York,231089,70774,2015,01,2015-06-01
919040,06 (Jun),Erie,35.31,"(42.888143, -78.795544)",6,UNYTS,713910,252052,2015,01,2015-06-01
39370,06 (Jun),Essex,37.28,"(44.166026, -73.685145)",6,Center for Donation and Transplant in New York,30583,11400,2015,01,2015-06-01
51599,06 (Jun),Franklin,32.8,"(44.705699, -74.340621)",6,Center for Donation and Transplant in New York,40082,13148,2015,01,2015-06-01
55531,06 (Jun),Fulton,28.66,"(43.06014, -74.331296)",6,Center for Donation and Transplant in New York,43136,12364,2015,01,2015-06-01
60079,06 (Jun),Genesee,36.81,"(43.000121, -78.172679)",6,UNYTS,46669,17180,2015,01,2015-06-01
49221,06 (Jun),Greene,34.84,"(42.298326, -73.973376)",6,Center for Donation and Transplant in New York,38235,13320,2015,01,2015-06-01
4836,06 (Jun),Hamilton,37.82,"(43.618468, -74.395268)",6,Center for Donation and Transplant in New York,3757,1421,2015,01,2015-06-01
64519,06 (Jun),Herkimer,33.33,"(43.070026, -74.994246)",6,Center for Donation and Transplant in New York,50118,16706,2015,01,2015-06-01
116229,06 (Jun),Jefferson,39.16,"(44.019295, -75.898971)",6,Finger Lakes Donor Recovery Network,90287,35354,2015,01,2015-06-01
2504700,06 (Jun),Kings,15.3,"(40.65642, -73.950691)",6,New York Organ Donor Network,1945651,297754,2015,01,2015-06-01
27087,06 (Jun),Lewis,37.99,"(43.785537, -75.446296)",6,Finger Lakes Donor Recovery Network,21041,7994,2015,01,2015-06-01
65393,06 (Jun),Livingston,34.25,"(42.763754, -77.765392)",6,Finger Lakes Donor Recovery Network,50797,17398,2015,01,2015-06-01
73442,06 (Jun),Madison,33.82,"(42.986917, -75.720031)",6,Finger Lakes Donor Recovery Network,57050,19294,2015,01,2015-06-01
744344,06 (Jun),Monroe,30.27,"(43.161748, -77.620143)",6,Finger Lakes Donor Recovery Network,578206,175001,2015,01,2015-06-01
19378102,01 (Jan),TOTAL NYS,24.08,NA,1,NA,15052907,3625149,2015,01,2015-01-01
50219,06 (Jun),Montgomery,27.03,"(42.933637, -74.341972)",6,Center for Donation and Transplant in New York,39010,10544,2015,01,2015-06-01
1339532,06 (Jun),Nassau,21.83,"(40.715749, -73.601185)",6,New York Organ Donor Network,1040548,227197,2015,01,2015-06-01
1585873,06 (Jun),New York,32.39,"(40.726966, -74.005966)",6,New York Organ Donor Network,1231906,398961,2015,01,2015-06-01
216469,06 (Jun),Niagara,39.85,"(43.134634, -78.856419)",6,UNYTS,168153,67014,2015,01,2015-06-01
234878,06 (Jun),Oneida,20.11,"(43.149482, -75.361773)",6,Center for Donation and Transplant in New York,182453,36693,2015,01,2015-06-01
467026,06 (Jun),Onondaga,33.43,"(43.065629, -76.168033)",6,Finger Lakes Donor Recovery Network,362786,121274,2015,01,2015-06-01
107931,06 (Jun),Ontario,40.56,"(42.894571, -77.252045)",6,Finger Lakes Donor Recovery Network,83841,34007,2015,01,2015-06-01
372813,06 (Jun),Orange,25.69,"(41.422459, -74.241929)",6,New York Organ Donor Network,289601,74393,2015,01,2015-06-01
42883,06 (Jun),Orleans,9.71,"(43.248394, -78.218438)",6,UNYTS,33312,3234,2015,01,2015-06-01
122109,06 (Jun),Oswego,30.17,"(43.39123, -76.31133)",6,Finger Lakes Donor Recovery Network,94854,28621,2015,01,2015-06-01
62259,06 (Jun),Otsego,34.42,"(42.564852, -75.060334)",6,Center for Donation and Transplant in New York,48363,16646,2015,01,2015-06-01
99710,06 (Jun),Putnam,32.82,"(41.41131, -73.717443)",6,New York Organ Donor Network,77455,25423,2015,01,2015-06-01
2230722,06 (Jun),Queens,12.23,"(40.749338, -73.789673)",6,New York Organ Donor Network,1732825,211896,2015,01,2015-06-01
159429,06 (Jun),Rensselaer,31.48,"(42.70098, -73.628669)",6,Center for Donation and Transplant in New York,123844,38980,2015,01,2015-06-01
468730,06 (Jun),Richmond,16.82,"(40.566763, -74.148102)",6,New York Organ Donor Network,364109,61252,2015,01,2015-06-01
311687,06 (Jun),Rockland,20.6,"(41.127287, -74.017033)",6,New York Organ Donor Network,242118,49881,2015,01,2015-06-01
219607,06 (Jun),Saratoga,43.8,"(43.00894, -73.786779)",6,Center for Donation and Transplant in New York,170591,74712,2015,01,2015-06-01
154727,06 (Jun),Schenectady,36.23,"(42.809233, -73.946838)",6,Center for Donation and Transplant in New York,120192,43549,2015,01,2015-06-01
32749,06 (Jun),Schoharie,33.95,"(42.643426, -74.434606)",6,Center for Donation and Transplant in New York,25439,8637,2015,01,2015-06-01
